text,label,label_name
nalla ashely bc kutta mc,0,Abusive/Offensive
kdr chupay huay seekhni mjhy,1,Normal
emeen walo say dushmani aur nafrat mien aik tu yahoodi hon gai aur dosray wo jo khula shirk(idol worshiping) kertay hien surah al maida verse 82. es ayat ko samjho bohat simple hai aur gumrahi say niklo allah hidayat da sub ko,1,Normal
jab tak jahil awam zinda hai tab tak chor log is tarah k trend karte rahhe ge top bharwo k bacho pakistan army sab se best hai or we love pakistan army nawaz ganje mulla bharwe #nationdemandsunbiasedarmy,0,Abusive/Offensive
talat wase tu kis ka dalal ha beghairt jab tu ne peda hona tha tare bap ne condem use na kar ky tare jase daly ko peda kar diya haram zady jab kise pakistani ko makkah na jane diye jaye tab unk dard samjh sako gay beghairt,3,Sexism
correct bro...ye fattu honge saale...ab yahan bhaunk rha hai,0,Abusive/Offensive
kaafir tujhe kuch nai malum,2,Religious Hate
kabhi badaam tou kabhi akhrot.. don't know konse such much k achay hote hein,1,Normal
har rat ka andhera honey se pehly haal poch lia kro.  aesa na ho k hm matti me so jayen or tum duniya me dhondty raho.🥀,1,Normal
tum jesi rundi ka bacha kia hoga ? bechare ko sari zindagi rundi ke bache ke thane sunne parrenge,3,Sexism
kitne vote mille is pakistani bharwe drugs ki dukan ko 17-18 lol 😂 woh bhi iske kharide huve lol 😂 aukat dikha di hindustani o ne teri lol 😂 maza aa gaya flop chutiya,0,Abusive/Offensive
chal chal tu sirf bhonk or apni tareef kar randi orr tu bhi kam ki nahi hai hawai daaz hai maa ko chdwati raho mujhsy shabash,3,Sexism
randi ki nasal hai tumhara niyazi,0,Abusive/Offensive
youthiye yahan bhi kutton ki tarah bhaunk rahay,0,Abusive/Offensive
  sahi hy phir jao aap us k pass,1,Normal
saare puncture vale job maang rahe hain.. bhenchod jab bhi inke pass gaye bole tube badalni padegi.. to hum kya karte tubeless lagva liya aur abb vo keh rahein hain #notmypm unki maaa ka bhosda,0,Abusive/Offensive
 m b jb new thi tweeter py mjy b frnd ny kaha k fb meiny aagy sy reply kya no facebook😜😜,1,Normal
 redmi note 8 pro le lein mein wohi use kar rha hun.,1,Normal
madharchod randi apni awkaat me rah k baat kro sali,3,Sexism
"no more randi rona's from now on, but how can i survive then?",4,Profane/Untargeted
is phudi nasal ko itni attention na do bc bacha ha yeh,0,Abusive/Offensive
 ye b talent h 😂,1,Normal
"apnay tou pura chara tha ""ahmaq"" ko!!!!",3,Sexism
 kya pata khatoon ko dost sabit kr day 😂😂😂waisay bhy red sweater hai 😂😂😂,1,Normal
just bc livvy poo my new bff and jazzyj don’t get it doesn’t mean someone else won’t! education first my friends.,1,Normal
mian ten years iss jumat ke sath rha hoon  na kam na kaj ke ...... ,1,Normal
wah re twitter satrangi gandu b opinion de rhe h yaha par bhenchod har chiz game k nazriye se dekhni h bilkul,0,Abusive/Offensive
abay saalay tujhe block krta hu ruk 🤮,0,Abusive/Offensive
 jutt sab mazy ki bt ye hai k 2no match quetta se jeety hm 😂😂,1,Normal
and will be allowed to escape ?!?! yahoodi agent hum se ziada qanoon k paband hain when it comes to corruption. they are more sincere to their country!,1,Normal
apni umar dekh aur apni baty dekh bhenchod,0,Abusive/Offensive
mujy es liye ye lga k shyad usy bura lgta ha mera ap sy baat krna,1,Normal
jo emojies ma dekh rhe hai wo meri ankhy hai,1,Normal
na khud ko sakn h na kisi ko krny dy ga,1,Normal
bhenchod matlb rt k liye kuch bhi krlete jahil kahin k,0,Abusive/Offensive
sali randi,3,Sexism
  bc tujh jaise logo ko jute se marna chahaiye akal ki andhi 😂 #naxali #urbannaxal,0,Abusive/Offensive
 jub tum ny help karni nhi hai phir faida..🥺,1,Normal
"bhai, main phele apke tms what's app group mien add that mobile reset kia hai tu group khatam ho gaya hai, plz add me again. my no. is:03007344748",1,Normal
this is serious. y pti is afraid. is it the money of shaukat khanam or actually some yahoodi lobby or working behind it.,1,Normal
bsdk tere baap ka maal hai kya halala ki paidaish.. muh se mungfali nahi toot to aur gaan se akhrot todne ki baat kar raha hain.,0,Abusive/Offensive
bht khubsurat keh gy aap,1,Normal
"randi ke, modi ki maa ki tatti khane wale salle reporter",0,Abusive/Offensive
iske paas koi izzat kaha hai ye randi se bhi gayi gujari hai,3,Sexism
tu bhen chod ik number ki paki taxi hai,3,Sexism
 kal b aisi hi pitch thi zaini ✌️,1,Normal
jaa bhen k lory tum harrami ki nasal ho.. dewband maslak pe kutty ki tareh bhoonkty ho..,2,Religious Hate
bhenchod hans raha tha abhi,4,Profane/Untargeted
charsi bi ice cream khaty hn kiaa 🤔🤔,0,Abusive/Offensive
report ki nasal kutte ke brabar hoti h jaise teri bhi,0,Abusive/Offensive
mazboot banane walle itna arsa bera gharaq nahi karte ab khel khatam ho chuka he... #gameoverselected,1,Normal
akhand chutiye jake pooch le ladki ki marji thi ya nhi ? aur tu uska personal assistant tha jo tujhe pata hai uski marji nhi thi ? feminism ki goliya khakar yhan mat bhaunk .,0,Abusive/Offensive
10 saal ka relation chod diya toh asim ko chodne me 10 sec v nhi lgege 😒 he deserves a bttr girl,1,Normal
  jab net nahi hoga tab kia karo ge ?😂,1,Normal
bajwa and imran chore zakat khore yahodi agents both are destroy pakistan ajenda and near to go jail for the first time real accountability start in pakistan and kashmir issue resolved by pmln zindabad,2,Religious Hate
 kon mehnat kare jb over booked ha 😜,1,Normal
ni to phir unfollow kr do bhenchod,0,Abusive/Offensive
to wo song writer par depend karta ha ok na k fahad bhai py🙄,1,Normal
sahi main maine to tv mute kr deya jitne bar unke conversation dekhaya,1,Normal
chal hram ki olaad pakistan ki jan choro tm logon theka liya howa h pakistan ki hakomat sirf tmny he krni..sala hijra,3,Sexism
if you became a dermatologist apke dukan ache chalege,1,Normal
free dhaniya ki jagah free validation maango sabziwale se,1,Normal
  sahi ja rhy hu,1,Normal
chal na randi ! we have spiritual connection with supreme leader imam khamnae !  we have our hearts and souls for holy cities of najaf and karbala !  dont give a fck to wahabi chutiyas,2,Religious Hate
agr aap k pass bhi is jesy harami friends hain to aap sb sy lucky ho #ehd_e_wafa,2,Religious Hate
imran qadyani yahoodi agent hy pti ki 18 bank account hy jis may qadyani yahoodi hondo ny funding ki hy . gold smith jimaima aneel musrst . atif miaan sub qadyani yahoodi hy,2,Religious Hate
 kronologi di ptik tum  ,1,Normal
ye chutiya  myth hi faila raha hai...,0,Abusive/Offensive
 pronounce kr to tere meme kharab ho jani😂,1,Normal
randians apna randi rona dal k beth gaye hain.😂👌🏼,0,Abusive/Offensive
yeh sun'ny sy pehly mjy qabaz thi.. now feeling better.. ✌🏻😪 #tayyarhain ,1,Normal
 bc government protest kar rhi hai kya 😒,4,Profane/Untargeted
 main ny boht say dheet dekhay hain..tumhara apna level hai..😒,0,Abusive/Offensive
"pak on tenterhooks they say as after 3 years of his appointment pakistanis have realised that he is a ahmadiya ""a non muslim"" and as per their constitution a non muslim cannot be the army chief ? after nov.2016 now they have awakened 🤔",1,Normal
aadhe gaane me so gai mai. nothing different. sonu nigam ka koi muqabla nhi hai.,1,Normal
"#pakistan  coas qamar javed bajwa is #ahmadiya a qadiani! anti-ahmadiya ordinance  law of pakistan do not allow ahmadis to call themselves muslim or ""pose as muslims"" which is punishable by 3 yrs in prison.  plea filed against #bajwa for being ahmadi   kya hoga iska?🤔 exile?",1,Normal
teri maa bhi chod ke kar sakte hai randi ke,0,Abusive/Offensive
"selected yahoodi, hindu ya sikh me se kisee ek ka nutfa he qadiyani to hy he.",2,Religious Hate
 bs kr du tweet per tweet,1,Normal
myne b shugl myn pocha😝wese bta he dyn ab?,1,Normal
bhenchod yeh tips ka kya rr laga rakha hai kabhi bowler ko credit de do,4,Profane/Untargeted
tere mohalle ka halala karne wala agar lulli bahar rakhta to duniya me ek chutiya kam paida hota. ðÿ˜ðÿ˜ðÿ˜ðÿ˜ðÿ˜,2,Religious Hate
budkaar maa ki alvi olaad tou phr british agency hussain nawaz say kiyu nahi maang rahi paisay?? teri maa chaklay main rundi hay tou iska zumadar tera nana howa hay tera dada??,0,Abusive/Offensive
sahi baat ha phattu harami han ya.,2,Religious Hate
  pta ni kon allah ka naik bnda hai 😁🙊,1,Normal
mujhy bhe yar aivein asman par qemat pohanchai hui hai.. is sy achy to akhrot hain,1,Normal
abay bharwe trailer ko song se compare kar raha ha 😂😂😂 reshma k dalleeee,0,Abusive/Offensive
  sir agar manzoor galat ha to per pakistan mai sacha koii nai ha sach hameya pata ha kai pm or speaker kon ha speaker ki ky hysiyat ha jo koi order jari kary jab tak stomach ki ibdat na howe h😆,1,Normal
frog naseem use to represent mqm in baldia fire where 250 were burned alive. today he is with pti. yahoodi bacha imran dhoob kay mar jao tum,2,Religious Hate
   arham kon ha😂😂,1,Normal
rundi ka short cut,3,Sexism
hattt bhenchod 400 rs. ki movie dekhenge 400 rs. room rent nahi denge anti national naare lagaayenge,0,Abusive/Offensive
"huh wut you say u imbecile, i shat on you...toh toh toh kaafir",2,Religious Hate
 aaaaa champli jyada bol mat,0,Abusive/Offensive
lagata hai teri maa gayi thi bjp walo ke pass jab uska halala kiya unhone jab kahi tu paida hu.,2,Religious Hate
  yehi ke iss ko kuch nahi pata,1,Normal
 bhai kush achi chez share krny ho ap k sath to kese ki ja sakti hy police k hwaly sy plz btayen,1,Normal
yeah aink wala dado abusing krta hijra net par baat kar is ki lee kaal mai bhot hijra hai yeah😂😂😂,3,Sexism
ye gashti hai to isky pas janay waly kon?,3,Sexism
sir gazhi hijra hy ap bhe dp laga lein pta tu chly ap  kya cheez ho,3,Sexism
"abey nikal na, facts tujhe dekhne nahi hai wahi madarse wali tatti bhaunk raha hai tabse ..  jaahilo se kya debate karu",2,Religious Hate
"pakistani: *raises voice about human rights issues in pakistan*  other pakistanis: ""but what about kashmir""  bhenchodo itna dard ho raha to jao karo jihad ghazva-e-hind pe. civilians se pehle apni muqaddas army se hisaab lo jo kab se kashmir ke bahaney hamara paisa kha rahey",0,Abusive/Offensive
rt : yar i'm trying to get over it at least thoda randi rona touh krney dou😤😩,1,Normal
koi chutiya hi hoga jo naya phone leke uske saath bend test karega hmlog phone lete hai to jaan se jaada sambhal ke rakhte hai khair choro kisi kisi ko baat samaj me v nahi aayega,4,Profane/Untargeted
ik toh ab mujhe yahoodi bacha lagta hai,2,Religious Hate
kiu teri maa ki phudi mari h isne? nawax shareef ki haram ki aulad,0,Abusive/Offensive
yawr i think i'm in love 😔 . . . . . . . . . . . . . . . . . . . . . . . . . . . .waqae  . . . . . . . . . . . . . ye kul raat khuwab aya th 🙊,1,Normal
oh sab amreeki yahodi israel jaate hain. lekin meri professor sab se achi hai. wou anti zionist jew hai. bari achi baatein krti hai. mujhe lagta hai k wou kabhi musalmaanon pe sakhti naye krti. hum khud bhi bure hain. aur mera maanna hai k hum khud par tanqeed naye karein ge,1,Normal
chwl  bkws kism ki beghairt aunty hai 😐 tum b farigh ho dimgh say....yah mujah khah hi jaha gi 😏😏😏,0,Abusive/Offensive
 kal kahan thi sara din??🤨,1,Normal
  chahe point pe kiya....pr is dost ko bna to kamina diya na😂😂😒😒😂😂,1,Normal
 abhi tak tou sahi ja rha agy ka pta nhi😂😂,1,Normal
abe chutiye...caa m khi kisi ko degree nhi dikhani h... charsi padh liya kr ki rule h kya...  pichwaade m tere dum nhi bolta h kisi c km nhi,0,Abusive/Offensive
chup kar kanjeri,3,Sexism
  aur bhi bahut jahil hai unhe bhi yaad kar liya karo. itna selective hone se hume problem hoti hai.,4,Profane/Untargeted
teri chut me sabhi bhaiyo ka lund reply de randi,3,Sexism
 dost wo nhi jo har waqat ap ki tareef kry,1,Normal
streak tour di bhenchod,4,Profane/Untargeted
yeh b to bc landay ka columbus hai is se india se zada daryaft b kya hona tha,0,Abusive/Offensive
kyu baad me garmi nahi mili kya uske lund me dum nahi tha,0,Abusive/Offensive
"teri maa ka yaar mein hon, rundian. modi kuttay ko abbu banane ka tujhe bara shauq hai, lagta hai apni maa ko modi ke paas bejhta hai. 😂😂😂",0,Abusive/Offensive
ghumna ghumana kya nehro pe aa k call kren zra me apk pas pohnch jaun gi.😝😝😂,1,Normal
atankwadi pragya kya wo tere maa baap ko bomb se udai kya jo tu chutiya paida hua or digvijay singh jo rishte me tera baap lagta h usne bola tha hafiz sahid ji osama ji samjha n gutterchhap.,0,Abusive/Offensive
sasty charsi 🤤,0,Abusive/Offensive
"bhenchod katue,lavde teri soch tatti hain ... i respect muslims but tere jaise muslims mein mein apna lavda dena bhi pasand nhi hain mujhe karve kahin kahe",0,Abusive/Offensive
chutiyaa ho aur imran khan par na bhonkay ye kesy ho skta. where were when these guyz calls him yahodi agent calls a sitting pm bgerat threatens him  calls him zani charsi nashai. tb tm log nepal chaly jaty ho?,0,Abusive/Offensive
apni gao mata ko chodny waloon ko azadi ks bharwe ne di?,0,Abusive/Offensive
  apni dunya mein jo imf ke dunya see bohat door hae :),1,Normal
bhaii apna randi rona bad mein roo layyio aj psl enjoy krne de bhai😂,0,Abusive/Offensive
 mery frnds ny mojy samjha hoa🙄,1,Normal
ab selaab aa jaye ga😜,1,Normal
 shuttle cokc burky mein nojwan aurat ko bhi bhurria samjh kr murd tawju nahi karty jabk modern dress mein bhurria ko bhi ghorney see baaz nahin aate,1,Normal
aap kirdarkashi say baz q nahi atay😡,1,Normal
 hahah mn nahi bnati kaha to hay,1,Normal
mujy yakeen nai ab oehly load krrwo tb banao ga,1,Normal
imran niazi aik mirrassi hay. drama baz yahodi agents both are bajwa and imran destroy pakistan ajenda khosa sahoolat kaar and naibe chore javed pco musharaf chamcha javed bagairat sahoolat kaar pti. failed govt. kunjer logown ka akath hay pti. gaddar watan farowsh imran.,0,Abusive/Offensive
awww ❤❤❤ nhiii aap log bhi hmaray sath ho🤗🤗🤗 aesy nhi kehtay ❤❤ #badamiansareunited 😍😍,1,Normal
waisay suna uski beemari theek huey ya abhi tak bc mustanda tarap raha hai,4,Profane/Untargeted
"🤣🤣 your lies are funny. every single day hindus, sikhs, shias, ahmadiya s are killed in pakistan. women are raped. children in madrassas are sexual abused. millions killed in balochistan, sindh etc etc. you left that out.",1,Normal
khabees bharway. tu kiya kare ga. tu india ka agent hai.,0,Abusive/Offensive
charsi shareef,0,Abusive/Offensive
bhai maa chod do in jihadiyo ki,2,Religious Hate
"abe charsi ye padh, dhyan rakhna aage se.",0,Abusive/Offensive
 farq sirf itna hai k tere paas sirf tere maa ki duain hai ... jab k imran khan k saath iss mulk ki laakhon maaaon ki duaiin hain,1,Normal
  bazz a ja mujh janti ha tu achi tarha😜👈,1,Normal
such kehtay ho chor nai ha choron ka sardar ha chor ki to koi okat he nai ha bayghart kanjar kashmir frosh lanti sazishi imran yahodi k samnay apni family ko dekho fardos veena malik afzal chun babar awan jahngir tareen tum kasm day do main youthiya ban jaon ga paka wada,2,Religious Hate
tum ab apni choti kuri b paish kar lo tub be tum nawaz ka-l-be nahi okhar saktay bharwe kanjer,0,Abusive/Offensive
agr  kanjeri ka koi face hota to wo ye kanjeri ka hota,3,Sexism
"physics department name was changed only because he was not a muslim. problem is not that he was an ahmedi. problem is why take away his achievements from the reach of kids, or not give him the deserved recognition, since he belonged to minority?",1,Normal
cheesecake pasand karnay walay log kahan se atay hain yaar,1,Normal
14 fab ko  tujhe pata  masroof hota tu aj hi mil liya .... ,1,Normal
bhen ki chut uski jo aisa soch v rhe h.... maa chod denge aise logon kj,0,Abusive/Offensive
 kdr ap ao na,1,Normal
  ap bata do na suchh kia hai. ap tu sarkari hajj nae kar sakten untill next n league government if may be,1,Normal
" nahi pat rahi, na free ma na paise se",1,Normal
saali tu jis din maregi..ek dharti ka bhoj khatm hoga..jis desh ka kharati hai usi mein chhed karti hai..tu to sabse badi terrorist hai..bitch,0,Abusive/Offensive
when i hug you my loora is out of control then fucking will must be needed 😉,3,Sexism
another view point relating to mera jism meri marzee,1,Normal
 kuch hota bhi hai😂😂😂,1,Normal
rt : can a nice and kind yahoodi agent fund me? ya girl's broke af but illzam muft main lagta hai.,1,Normal
 koi nai but it was literally dope i mean on entire stock 🤤,1,Normal
hahaha look the state of a mind of a pakistani... couldn't even read it properly....latest randdi of china ..pakistani,0,Abusive/Offensive
"hi khalim, humain iss hawalay se aapki madad karna chahte hain.kindly dms main hamaray sath apna number aur mukammal location share kijiye. shukria! 🙂",1,Normal
"jisko ye dukh hai ky 14 february ko wo chocolates kis ko dega,  toh bhai mujhe bhej dena kyun ky ek single hi single ka dukh samjh sakta hai.",1,Normal
lahnit is beghairt molvi pe jo itna gir giya ha,0,Abusive/Offensive
boll rahaa hu aur aise maaadharrchodh godi media ke anzanwaa randdi se ko koi bachaa dikhha degga gardann kaaat usske,0,Abusive/Offensive
